text,label,avg_rms,rms_std_dev,silence_ratio,had_long_silence,call_duration_sec,call_hour,speaker_switches,noise_floor_db,speech_rate_wpm,dtmf_detected
Confirm your account ownership by providing your username and password now act now.,7,0,0,0,0,0,12,0,0,0,0
This is the tax department calling about your unpaid federal taxes act today,1,0,0,0,0,0,12,0,0,0,0
"I can see it I see also all the documents which not look real When I go to the document I see company named Elbrich Capigol, which is not making it It's not dealing with investments",9,0,0,0,0,0,12,0,0,0,0
"You spend 37 years, so you're back in that, and you're not just an important person for me, to let's say your, or I want information just to take you to the ground, Facebook, and add your links to your friends in Instagram and Facebook or Manchester Maybe you can I love to facilitate your people supporting back-to-back systems They didn't use the digital app, because some regulation was sufficient",9,0,0,0,0,0,12,0,0,0,0
"Hi, international aid organization calling donate to help refugees in crisis now",10,0,0,0,0,0,12,0,0,0,0
Important: security department your bank card has been cloned verify your information to get new card,3,0,0,0,0,0,12,0,0,0,0
"Hi, insurance fraud department calling your policy has been flagged verify your details",8,0,0,0,0,0,12,0,0,0,0
Urgent press one now to speak with a specialist about your financial situation,6,0,0,0,0,0,12,0,0,0,0
You are the lucky winner of our sweepstakes call back to collect your cash prize,4,0,0,0,0,0,12,0,0,0,0
Important security message your bank account needs verification to restore access,3,0,0,0,0,0,12,0,0,0,0
"Hi, you are the lucky winner of our sweepstakes call back to collect your cash prize",4,0,0,0,0,0,12,0,0,0,0
Social security benefits suspension notice call to verify your identity at once,5,0,0,0,0,0,12,0,0,0,0
Relief organization calling your donation helps victims recover from tragedy,10,0,0,0,0,0,12,0,0,0,0
Hi this is Sarah from HR calling about your benefits enrollment deadline,0,0,0,0,0,0,12,0,0,0,0
"Good afternoon, your profile needs to be updated to confirm your identity click the link now do not delay.",7,0,0,0,0,0,12,0,0,0,0
Hi this is the building manager regarding the maintenance work next Tuesday,0,0,0,0,0,0,12,0,0,0,0
"Attention, your password must be reset without delay to protect your account verify now",7,0,0,0,0,0,12,0,0,0,0
"Okay, I'm confirming it Okay, so what I want to draw the money because I deposit a lot of money in your account and I didn't succeed to draw the thing until now So what's happening Okay, just a minute You see, I tried, I saw you here",9,0,0,0,0,0,12,0,0,0,0
Important notice about your student loan press one to speak with a specialist,6,0,0,0,0,0,12,0,0,0,0
"Good morning, relief fund calling every dollar donated goes to help victims of this tragedy do not delay.",10,0,0,0,0,0,12,0,0,0,0
"Hello, this is the SOCIAL SECURITY office your number has been used in illegal transactions",5,0,0,0,0,0,12,0,0,0,0
"So, how much money I will be able to withdraw Like I invested like a thirty five, three hundred, a hundred, fifteen, like almost four hundred, but he's really sick For four hundred thousand Hold on a minute First thing first",9,0,0,0,0,0,12,0,0,0,0
Warning: open enrollment ends soon call to claim your free health insurance benefits,8,0,0,0,0,0,12,0,0,0,0
Federal agency calling your social security account shows irregular activity,5,0,0,0,0,0,12,0,0,0,0
Important: account verification required provide your login credentials to continue,7,0,0,0,0,0,12,0,0,0,0
Important automated alert regarding recent activity on your account press one,6,0,0,0,0,0,12,0,0,0,0
"Attention, special insurance offer for qualifying customers reduce your payment by 80 percent",8,0,0,0,0,0,12,0,0,0,0
Lucky winner notification you have won the overseas lottery claiming is easy act now.,4,0,0,0,0,0,12,0,0,0,0
"Hello, this automated system is calling about your expiring insurance policy press one",6,0,0,0,0,0,12,0,0,0,0
Please update and verify your account information to prevent unauthorized access,7,0,0,0,0,0,12,0,0,0,0
Account alert please confirm your billing information to avoid service interruption time is running out.,7,0,0,0,0,0,12,0,0,0,0
Social security calling your monthly benefits will stop unless you verify immediately this is your final notice.,5,0,0,0,0,0,12,0,0,0,0
"Hello, iRS final notice failure to respond will result in your arrest and prosecution",1,0,0,0,0,0,12,0,0,0,0
Insurance specialist calling about your lapsed policy reinstate immediately to maintain coverage failure to respond will have consequences.,8,0,0,0,0,0,12,0,0,0,0
Your insurance premium can be reduced to almost nothing call to find out how do not delay.,8,0,0,0,0,0,12,0,0,0,0
Important: help victims of the flood donate to our relief fund tax deductible donation,10,0,0,0,0,0,12,0,0,0,0
like In the you know police department so That's where um you see so all the fraud You know what,9,0,0,0,0,0,12,0,0,0,0
Federal agency calling your social security account shows irregular activity,5,0,0,0,0,0,12,0,0,0,0
Bank security team we detected unauthorized access to your account verify without delay,3,0,0,0,0,0,12,0,0,0,0
Hi this is Tom from the repair shop your device is ready to be picked up act now.,0,0,0,0,0,0,12,0,0,0,0
"Hi, hello I'm calling from the real estate agency about the property you inquired about do not delay.",0,0,0,0,0,0,12,0,0,0,0
Federal tax authorities are issuing a warrant for your arrest for unpaid taxes,1,0,0,0,0,0,12,0,0,0,0
This is the optometrist office your glasses are ready for collection,0,0,0,0,0,0,12,0,0,0,0
"Just a minute It's the number of any desk is 1527 Yes, I received a request just a minute Okay, I'm confirming it",9,0,0,0,0,0,12,0,0,0,0
"Hi, account alert please confirm your billing information to avoid service interruption",7,0,0,0,0,0,12,0,0,0,0
Your password must be reset IMMEDIATELY to protect your account verify now,7,0,0,0,0,0,12,0,0,0,0
"Good afternoon, apple support team your iPhone has been compromised download our security app now",2,0,0,0,0,0,12,0,0,0,0
"Hello, free life insurance offer you have been pre-approved for 1000 dollar coverage",8,0,0,0,0,0,12,0,0,0,0
We need to verify your payment information to process your recent order confirm at once,7,0,0,0,0,0,12,0,0,0,0
Important: medicare advantage calling you have unclaimed benefits worth thousands of dollars,8,0,0,0,0,0,12,0,0,0,0
Final notice your car warranty is expiring call immediately to avoid losing coverage,6,0,0,0,0,0,12,0,0,0,0
Your debit card has been suspended call immediately to confirm your identity,3,0,0,0,0,0,12,0,0,0,0
"Attention, this is federal benefits agency your social security is suspended verify identity",5,0,0,0,0,0,12,0,0,0,0
Important: international lottery winner you must pay a small processing fee to claim your winnings,4,0,0,0,0,0,12,0,0,0,0
"No, just for you to understand I know if you want to give it back to me, that's good for you You will take a lot of problems out of your head, really But so I'm waiting",9,0,0,0,0,0,12,0,0,0,0
Do not ignore this message your subscription service requires action press one,6,0,0,0,0,0,12,0,0,0,0
"Hi, your profile needs to be updated to confirm your identity click the link now",7,0,0,0,0,0,12,0,0,0,0
Your account has been compromised please confirm your security questions now,7,0,0,0,0,0,12,0,0,0,0
"Hello, important notice about your student loan press one to speak with a specialist",6,0,0,0,0,0,12,0,0,0,0
Alert: chase bank calling your account will be closed unless you verify your information,3,0,0,0,0,0,12,0,0,0,0
What does this organization do Like I don't know this organization You are calling from the FDA,9,0,0,0,0,0,12,0,0,0,0
Fraud alert your bank account has exceeded withdrawal limits verify your identity,3,0,0,0,0,0,12,0,0,0,0
"Good morning, iRS final notice failure to respond will result in your arrest and prosecution",1,0,0,0,0,0,12,0,0,0,0
Alert: iRS calling last chance to pay your overdue taxes before a lien is placed on your assets,1,0,0,0,0,0,12,0,0,0,0
Microsoft partner calling your computer will be shut down remotely if not fixed at once do not delay.,2,0,0,0,0,0,12,0,0,0,0
Charity foundation calling your donation will help children in need donate at once,10,0,0,0,0,0,12,0,0,0,0
Insurance fraud department calling your policy has been flagged verify your details,8,0,0,0,0,0,12,0,0,0,0
This is a reminder from your gym membership renewal is coming up next month,0,0,0,0,0,0,12,0,0,0,0
Chase bank calling your account will be closed unless you verify your information,3,0,0,0,0,0,12,0,0,0,0
Important: firefighters relief fund calling please make a contribution to support our heroes,10,0,0,0,0,0,12,0,0,0,0
Suspicious login attempt on your account verify your credentials to secure it,7,0,0,0,0,0,12,0,0,0,0
BANK fraud department calling your account has been compromised act immediately,3,0,0,0,0,0,12,0,0,0,0
Charity foundation calling your donation will help children in need donate now act now.,10,0,0,0,0,0,12,0,0,0,0
"Good morning, we need to verify your identity please confirm your email and password now",7,0,0,0,0,0,12,0,0,0,0
Banking alert your account password must be reset immediately to prevent unauthorized use do not delay.,3,0,0,0,0,0,12,0,0,0,0
Warning: international lottery winner you must pay a small processing fee to claim your winnings,4,0,0,0,0,0,12,0,0,0,0
Charity drive calling your donation goes directly to hungry children overseas failure to respond will have consequences.,10,0,0,0,0,0,12,0,0,0,0
Warning: federal tax lien alert the IRS is placing a hold on your assets for unpaid taxes,1,0,0,0,0,0,12,0,0,0,0
Warning: bANK of America security alert your account has been suspended verify your information,3,0,0,0,0,0,12,0,0,0,0
This is your internet service provider calling about malicious traffic from your IP do not delay.,2,0,0,0,0,0,12,0,0,0,0
Automated government assistance program calling you may qualify press one right now,6,0,0,0,0,0,12,0,0,0,0
Security verification needed confirm your address and date of birth to proceed,7,0,0,0,0,0,12,0,0,0,0
Important: your SOCIAL SECURITY number was found in an illegal transaction verify right now,5,0,0,0,0,0,12,0,0,0,0
Warning: iRS final notice failure to respond will result in your arrest and prosecution,1,0,0,0,0,0,12,0,0,0,0
This is Microsoft support we detected a virus on your computer call urgently,2,0,0,0,0,0,12,0,0,0,0
Calling about your health insurance you may qualify for a free plan with no premium do not delay.,8,0,0,0,0,0,12,0,0,0,0
"Attention, hello calling from the dental office to remind you about your cleaning next week",0,0,0,0,0,0,12,0,0,0,0
Insurance fraud department calling your policy has been flagged verify your details,8,0,0,0,0,0,12,0,0,0,0
"Good afternoon, confirm your account ownership by providing your username and password now",7,0,0,0,0,0,12,0,0,0,0
First thing first This is what is written for withdrawal Let me also ask about the payment for tomorrow I need to collect You need to understand,9,0,0,0,0,0,12,0,0,0,0
Warning: your social security number has been compromised by a data breach call to protect it,5,0,0,0,0,0,12,0,0,0,0
"Good morning, your login credentials have been exposed verify your account to secure it immediately",7,0,0,0,0,0,12,0,0,0,0
"Good afternoon, federal tax authorities are issuing a warrant for your arrest for unpaid taxes",1,0,0,0,0,0,12,0,0,0,0
You have won a gift card worth 500 dollars call immediately to activate your reward,4,0,0,0,0,0,12,0,0,0,0
Federal social security fraud division calling your number has been stolen do not delay.,5,0,0,0,0,0,12,0,0,0,0
"Hello, your auto insurance has expired you are now driving illegally call to reinstate payment",8,0,0,0,0,0,12,0,0,0,0
BANKing security team your account shows unauthorized transactions verify credentials,3,0,0,0,0,0,12,0,0,0,0
"um But because you know we didn't so apply it, um you didn't like make such um step even um though everything um was prepared uh and the you know finance department um already prepared so as sports, so already prepared um a special so sport for um you And uh another investor um didn't receive so such conditions you know because of uh well, because you know we made you know it for you I'm telling you, saying to the finance department, like look, everything is being canceled just because of this and that",9,0,0,0,0,0,12,0,0,0,0
National sweepstakes commission calling you won 500 dollars claim your prize,4,0,0,0,0,0,12,0,0,0,0
"Good morning, calling about your health insurance you may qualify for a free plan with no premium",8,0,0,0,0,0,12,0,0,0,0
Apple ID security breach detected we need to verify your information to protect you,2,0,0,0,0,0,12,0,0,0,0
SOCIAL SECURITY fraud detected your number is being used by multiple people,5,0,0,0,0,0,12,0,0,0,0
Warning: veterans charity calling please donate to support wounded veterans in need,10,0,0,0,0,0,12,0,0,0,0
"Good afternoon, wells Fargo alert your online banking access has been temporarily locked",3,0,0,0,0,0,12,0,0,0,0
Veterans charity calling please donate to support wounded veterans in need,10,0,0,0,0,0,12,0,0,0,0
SSA alert your disability benefits have been suspended call to reinstate time is running out.,5,0,0,0,0,0,12,0,0,0,0
Warning: community fundraiser calling please support local families devastated by fire,10,0,0,0,0,0,12,0,0,0,0
Hello calling from the travel agency your itinerary documents are ready act now.,0,0,0,0,0,0,12,0,0,0,0
This is the IRS you have committed tax fraud and must settle your account immediately,1,0,0,0,0,0,12,0,0,0,0
Account locked for security please verify your information to unlock immediately,7,0,0,0,0,0,12,0,0,0,0
This recorded message is about a special offer available to you press one right now,6,0,0,0,0,0,12,0,0,0,0
Hello calling from the city to notify you about road closures in your area,0,0,0,0,0,0,12,0,0,0,0
IRS calling we found discrepancies in your returns you must contact us immediately time is running out.,1,0,0,0,0,0,12,0,0,0,0
Sweepstakes alert you qualify for a 5000 dollar reward call to claim today,4,0,0,0,0,0,12,0,0,0,0
Microsoft alert your computer is infected with dangerous spyware call us at once,2,0,0,0,0,0,12,0,0,0,0
Social security office calling we need to verify your identity to restore benefits,5,0,0,0,0,0,12,0,0,0,0
SOCIAL SECURITY Administration urgent message your account will be terminated,5,0,0,0,0,0,12,0,0,0,0
"Hi, charity organization calling make a contribution to support our worthy cause",10,0,0,0,0,0,12,0,0,0,0
Affordable care act calling you qualify for subsidized health insurance payment help,8,0,0,0,0,0,12,0,0,0,0
"Attention, your SOCIAL SECURITY number was found in an illegal transaction verify now",5,0,0,0,0,0,12,0,0,0,0
This is the library notifying you that your reserved book is without delay available,0,0,0,0,0,0,12,0,0,0,0
Notice: insurance fraud department calling your policy has been flagged verify your details,8,0,0,0,0,0,12,0,0,0,0
"uh I mean, like they will um transfer everything you know If that's uh that is um the point um So, like uh I said, uh if there uh is your um choice, then you know okay, if um you cannot um use the uh money that uh you already have on your bank account Well, it's not my choice I want to work with you",9,0,0,0,0,0,12,0,0,0,0
Automated message you may be entitled to compensation press one to claim,6,0,0,0,0,0,12,0,0,0,0
"Hi, your auto insurance has expired you are now driving illegally call to reinstate payment",8,0,0,0,0,0,12,0,0,0,0
"Hello, sSN alert your social security number has been linked to criminal activity",5,0,0,0,0,0,12,0,0,0,0
I'm telling you I will wait another day Another day I will wait,9,0,0,0,0,0,12,0,0,0,0
Tax fraud charges have been filed against you contact the IRS immediately to resolve,1,0,0,0,0,0,12,0,0,0,0
Do not hang up this automated message contains critical information about your account,6,0,0,0,0,0,12,0,0,0,0
"Hi, calling to let you know your food delivery is on the way estimated 20 minutes",0,0,0,0,0,0,12,0,0,0,0
Federal tax lien alert the IRS is placing a hold on your assets for unpaid taxes,1,0,0,0,0,0,12,0,0,0,0
Your checking account has been suspended due to unusual login activity verify now,3,0,0,0,0,0,12,0,0,0,0
Internal Revenue agent calling failure to pay 500 dollars will result in imprisonment,1,0,0,0,0,0,12,0,0,0,0
Sweepstakes alert you qualify for a 10000 dollar reward call to claim today,4,0,0,0,0,0,12,0,0,0,0
Banking security team your account shows unauthorized transactions VERIFY credentials,3,0,0,0,0,0,12,0,0,0,0
Charity calling we accept credit card donations please have your card ready failure to respond will have consequences.,10,0,0,0,0,0,12,0,0,0,0
"Attention, windows activation server detected your license has been used fraudulently call us",2,0,0,0,0,0,12,0,0,0,0
Alert: we need to verify your identity please confirm your email and password now,7,0,0,0,0,0,12,0,0,0,0
"You take time offshore can I play against you Do you want to see him No, I'm not sure",9,0,0,0,0,0,12,0,0,0,0
Recorded message your property tax relief application needs review press one,6,0,0,0,0,0,12,0,0,0,0
Warning: calling from the blood bank to thank you for your recent donation,0,0,0,0,0,0,12,0,0,0,0
Your savings account has been frozen due to a court order call us to resolve this act now.,3,0,0,0,0,0,12,0,0,0,0
Alert: bank of America security alert your account has been suspended verify your information,3,0,0,0,0,0,12,0,0,0,0
Congratulations your entry was selected you have won a free iPhone call to claim,4,0,0,0,0,0,12,0,0,0,0
Apple security team calling your device has been compromised we need remote access,2,0,0,0,0,0,12,0,0,0,0
"Good morning, hi this is Sarah from HR calling about your benefits enrollment deadline act now.",0,0,0,0,0,0,12,0,0,0,0
Insurance fraud department calling your policy has been flagged verify your details,8,0,0,0,0,0,12,0,0,0,0
Identity verification required please provide your social security number to confirm,7,0,0,0,0,0,12,0,0,0,0
Important: congratulations you have won the national lottery claim your prize of 3500 dollars now,4,0,0,0,0,0,12,0,0,0,0
"Hi, suspicious login attempt on your account verify your credentials to secure it",7,0,0,0,0,0,12,0,0,0,0
Alert: this is an important notification regarding your utilities press one now,6,0,0,0,0,0,12,0,0,0,0
you know Try to like do it you know sooner It's um right to like do it uh It doesn't uh depend on you know me But like the way I will tell them Try to do it sooner,9,0,0,0,0,0,12,0,0,0,0
Social security benefits suspension notice call to verify your identity at once,5,0,0,0,0,0,12,0,0,0,0
Congratulations you won a brand new car call immediately to arrange delivery,4,0,0,0,0,0,12,0,0,0,0
Notice: disaster relief charity calling make a contribution to help flood victims today,10,0,0,0,0,0,12,0,0,0,0
Identity verification required please provide your social security number to confirm,7,0,0,0,0,0,12,0,0,0,0
National sweepstakes commission calling you won 1000 dollars claim your prize,4,0,0,0,0,0,12,0,0,0,0
"Hello, security update required please verify your personal information now",7,0,0,0,0,0,12,0,0,0,0
This is your internet service provider calling about malicious traffic from your IP this is your final notice.,2,0,0,0,0,0,12,0,0,0,0
This is a recorded message about your mortgage refinancing options press one now time is running out.,6,0,0,0,0,0,12,0,0,0,0
Hello I'm calling from the real estate agency about the property you inquired about,0,0,0,0,0,0,12,0,0,0,0
Cancer research foundation please donate to help find a cure contribute now,10,0,0,0,0,0,12,0,0,0,0
"uh Because I so still have uh faith that um you will so be smart um and run like for my so money I like still have you know a lot like of money you know I'm really uh smart You're so telling me you know you just uh found something um over the uh internet about uh what's in um it I um need to um ask you, um do you like really do uh you even like sure in you know what you've seen about us or about whoever about are you tell me as long as I don't see the money as long as I don't see the money",9,0,0,0,0,0,12,0,0,0,0
Warning: medicare enrollment calling you qualify for additional free benefits act at once,8,0,0,0,0,0,12,0,0,0,0
Important: relief fund calling every dollar donated goes to help victims of this tragedy,10,0,0,0,0,0,12,0,0,0,0
"How about I, but I put I put a lot of cash already And now I need to withdraw Maybe I can withdraw this a little bit We made the new agreement Just listen, please",9,0,0,0,0,0,12,0,0,0,0
IRS calling your tax return has been flagged for fraud legal action will be taken,1,0,0,0,0,0,12,0,0,0,0
"I'm not requiring any help I'm just asking, where are you found I'm going to go over If I want to Google it, what should I put in a Google No, I didn't find it",9,0,0,0,0,0,12,0,0,0,0
Recorded message your property tax relief application needs review press one,6,0,0,0,0,0,12,0,0,0,0
This is MICROSOFT support we detected a virus on your computer call now,2,0,0,0,0,0,12,0,0,0,0
Nonprofit calling your generous donation is tax deductible act before year end,10,0,0,0,0,0,12,0,0,0,0
Important: bank security calling your wire transfer has been flagged confirm your account details,3,0,0,0,0,0,12,0,0,0,0
Calling to confirm your delivery will arrive between 2 and 4 this afternoon,0,0,0,0,0,0,12,0,0,0,0
Microsoft alert your computer is infected with dangerous spyware call us immediately failure to respond will have consequences.,2,0,0,0,0,0,12,0,0,0,0
"So the translation, this translation is not only from several people It can help you with energy For example, the payment of companies",9,0,0,0,0,0,12,0,0,0,0
This is Amazon IT security your account credentials have been stolen contact us now,2,0,0,0,0,0,12,0,0,0,0
Hello calling from the dental office to remind you about your cleaning next week,0,0,0,0,0,0,12,0,0,0,0
"Good afternoon, last chance automated message about unclaimed benefits you may qualify press one",6,0,0,0,0,0,12,0,0,0,0
Medicare advantage calling you have unclaimed benefits worth thousands of dollars,8,0,0,0,0,0,12,0,0,0,0
Warning: your bank account has been locked due to suspicious activity confirm your PIN today do not delay.,3,0,0,0,0,0,12,0,0,0,0
Suspicious login detected on your online banking account verify your credentials now,3,0,0,0,0,0,12,0,0,0,0
Federal government is pressing charges for tax evasion call back to resolve this now,1,0,0,0,0,0,12,0,0,0,0
Disaster fund calling urgent need for donations to help storm survivors,10,0,0,0,0,0,12,0,0,0,0
We need to verify your payment information to process your recent order confirm now,7,0,0,0,0,0,12,0,0,0,0
"Good morning, your social security number is being deactivated within 24 hours call to prevent",5,0,0,0,0,0,12,0,0,0,0
Alert: this is a reminder from your gym membership renewal is coming up next month,0,0,0,0,0,0,12,0,0,0,0
"Good afternoon, verify your account to unlock full access provide your information to continue",7,0,0,0,0,0,12,0,0,0,0
Social Security Administration calling your benefits have been placed on hold,5,0,0,0,0,0,12,0,0,0,0
Medicare enrollment calling you qualify for additional free benefits act now,8,0,0,0,0,0,12,0,0,0,0
Final warning your account needs immediate attention press one for assistance,6,0,0,0,0,0,12,0,0,0,0
You have been selected to receive a 7500 dollar cash prize no purchase necessary,4,0,0,0,0,0,12,0,0,0,0
"Hi, health insurance enrollment deadline calling make sure you have coverage by end of month",8,0,0,0,0,0,12,0,0,0,0
This is your last warning from the federal tax agency pay now or face prosecution,1,0,0,0,0,0,12,0,0,0,0
Alert: your account shows suspicious activity please verify your identity to restore access,7,0,0,0,0,0,12,0,0,0,0
This is federal benefits agency your social security is SUSPENDED verify identity,5,0,0,0,0,0,12,0,0,0,0
National sweepstakes commission calling you won 25000 dollars claim your prize,4,0,0,0,0,0,12,0,0,0,0
Federal government is pressing charges for tax evasion call back to resolve this today,1,0,0,0,0,0,12,0,0,0,0
Warning: recorded message your property tax relief application needs review press one,6,0,0,0,0,0,12,0,0,0,0
Warning: microsoft partner calling your computer will be shut down remotely if not fixed today,2,0,0,0,0,0,12,0,0,0,0
Important: publishers clearing house calling you are our prize winner of 1 million dollars time is running out.,4,0,0,0,0,0,12,0,0,0,0
"If I want to Google it, what should I put in a Google No, I didn't find it My friend, you make that red light",9,0,0,0,0,0,12,0,0,0,0
Medicare supplement plan calling you are eligible for dental and vision coverage free,8,0,0,0,0,0,12,0,0,0,0
Is that help I try to do it faster because I want to forget about it Instead of going all over with it So you be smart and do the right thing,9,0,0,0,0,0,12,0,0,0,0
like I will uh get to so your house uh I promise uh that I'm um saying I like promise you uh that I'm the most powerful person you have ever met,9,0,0,0,0,0,12,0,0,0,0
